APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,148887,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,24506,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T5,Independent,C1000,ProductDev,Association,1,100000-499999,N,186577,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,26724,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,7003,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,105304,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,100000-499999,N,27257,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,64658,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,56616,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,365306,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T5,Independent,C3000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,45598,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,13345,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,8068,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1-9999,N,94080,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,5459683,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1137790,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,48700,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,132423,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,474842,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,20122,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,21085,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,153599,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,150137,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,35943,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5044,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,10001,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,2237054,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,49181,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,67466,1
T3,CompanySponsored,Other,Preservation,Association,1,5M-10M,N,1247415,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,89909,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,37240,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,75239,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,22336,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,44891,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,743056,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,28135,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,34264,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2100,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,29449,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,32141,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,105653,1
T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,61253,0
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,17719,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,1664700,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,80111,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5500,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,11231460,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,277750,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,27073,0
T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,39416,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,55408,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T5,CompanySponsored,C3000,CommunityServ,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,73442,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,95160,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,564233,0
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,63113,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,107120,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,96445,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,65453,1
T3,CompanySponsored,Other,Preservation,Association,1,25000-99999,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,11180,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,44679,1
T3,Independent,Other,Preservation,Trust,1,10000-24999,N,228633,1
Other,Independent,C1000,ProductDev,Trust,1,25000-99999,N,213285,0
T4,Independent,C3000,ProductDev,Trust,1,10000-24999,N,5656,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,17356,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,6222,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,39248,1
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,53251,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,452371,1
T6,CompanySponsored,C1200,ProductDev,Association,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,64236,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,29568,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Corporation,1,25000-99999,N,6825,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,1-9999,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Association,1,100000-499999,N,39622,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,282565,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,37065,1
T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,5590759,0
T4,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,33169,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,631745,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Trust,1,1-9999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,169911,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,5285,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2100,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,291046,1
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,78378,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,10000-24999,N,7783,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,168113,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,428373,0
